緯度,経度,方位,pause
36.08170190000425,140.07985404654795,-89.30801875038983,False
36.081683475625056,140.07985428052228,-93.22334503836721,False
36.081663342062974,140.07985251690926,-94.52380375495886,False
36.081645208843845,140.07985144440406,-97.10603002999274,False
36.081627305723295,140.07985076653438,-91.5033447831958,False
36.08160887759231,140.07984985841267,-93.82938834959421,False
36.08158975732875,140.07984851715125,-63.012115337091686,False
36.08157631273185,140.07985152839765,-85.80997783821738,False
36.08155796778216,140.07985239969392,-88.78435173574249,False
36.081539554251655,140.07985230317936,-90.54091956441113,False
36.08152115544657,140.07985130627787,-94.1406715680642,False
36.08150254652373,140.0798494524681,-92.67186495464993,False
36.081484121356674,140.07984724212463,-96.99548329680555,False
36.0814659186413,140.07984542009183,-93.97680533579341,False
36.081445645229486,140.07984389628479,-98.93817876606961,False
36.081427439660196,140.07983996898352,-99.08941977901677,False
36.08140907225807,140.07983718444518,-97.84832420372635,False
36.08139059400149,140.0798349522127,-96.11906195422895,False
36.081376751230046,140.07983242059703,-72.536925798745,False
36.0813597886378,140.07983075030643,-99.1076229487447,False
36.081341487237715,140.0798283171044,-97.95403124061004,False
36.08132479164746,140.07982669084933,-89.29852685780382,False
36.081307045967584,140.07982421433897,-68.86107807123958,False
36.08129164368032,140.07982545917577,-91.17720625634531,False
36.08127304522779,140.07982455079582,-89.77314360053005,False
36.08125460933327,140.07982421834012,-92.84212928469255,False
36.08123607192575,140.07982236149323,-94.3703647411693,False
36.0812176354331,140.07982123927306,-95.02144251336836,False
36.08119916126685,140.07981999428387,-94.13600437647959,False
36.08118350249598,140.0798154348437,-74.57879105995775,False
36.0811698730846,140.07981540700607,-96.75450462487791,False
36.08115348879655,140.0798142628285,-87.92139115603392,False
36.08113503426069,140.0798144906484,-91.34392150700867,False
36.081116546504006,140.07981266444554,-93.67334524621478,False
36.08109812112926,140.07981176813158,-94.35863666307266,False
36.08107967357679,140.0798096282499,-92.52344881356424,False
36.08106128408333,140.07980786240017,-95.70043950388661,False
36.08104285609489,140.07980592426242,-93.9879979530826,False
36.08102449945499,140.0798033661735,-94.173318827186,False
36.081006837940556,140.07980015938722,-70.8982590892995,False
36.080991896258595,140.07980261699154,-117.57323916591493,False
36.08097473140127,140.07979814670963,-96.13475973375209,False
36.08095868979282,140.07979882049992,-115.35005222019441,False
36.08094520754425,140.0797961384319,-90.63467051280688,False
36.080926880253806,140.07979649241406,-90.04364939230503,False
36.080908446872996,140.0797960104685,-88.73848961968717,False
36.0808899789965,140.07979705610504,-86.31168234701045,False
36.08087165782125,140.07979908068427,-84.80751654132243,False
36.08085366148623,140.07980094229114,-80.75609182257719,False
36.08083479013795,140.07980553571286,-84.77381114475396,False
36.080816616928196,140.0798087661587,-81.06165968739116,False
36.08079882384841,140.07981290561867,-79.2968345806836,False
36.08078073018499,140.07981777285724,-76.72380237276457,False
36.08076279013239,140.07982310095133,-72.89669023547319,False
36.080745306168865,140.0798305627917,-71.98560106424505,False
36.08072689911526,140.0798392356549,-95.83634565176708,False
36.08071159419482,140.07984268443292,-75.44038937727257,False
36.080693702513415,140.079848245633,-72.60845271145936,False
36.08067667489217,140.07985569217516,-66.78759049158771,False
36.080659669858896,140.07986483837732,-67.28468651658761,False
36.08064303585791,140.0798744534275,-61.40711005724573,False
36.08062702365225,140.07988582974892,-58.2063796572757,False
36.08061087511717,140.0798967587192,-62.47579764472936,False
36.08059477773139,140.07990862515436,-53.704573077855265,False
36.08057997373883,140.0799220533717,-58.63634531572956,False
36.08056409998887,140.07993292593875,-56.546066040964206,False
36.080548283163104,140.0799450046157,-58.40373568355422,False
36.080532554490254,140.0799571566174,-58.076317012325376,False
36.08051946283523,140.07996859409818,-82.75907204507227,False
36.08050530486304,140.07997580573658,-59.898189134991775,False
36.0804888756932,140.07998625623978,-61.140864023394045,False
36.08047247066788,140.07999695556472,-64.8151959122369,False
36.080455482965014,140.0800056638003,-70.31375190956062,False
36.08043776173187,140.0800162527867,-67.76609054649953,False
36.08042242534642,140.0800261091191,-60.10801063864034,False
36.08040681973775,140.08003719057714,-92.70261583898515,False
36.080393668526426,140.08004120976798,-67.69756224053309,False
36.080376796670336,140.08004835763424,-74.63061572811229,False
36.080359007252376,140.0800550207155,-75.64484473853115,False
36.08034082647341,140.0800603954339,-78.64874304566132,False
36.08032093081959,140.08006448609595,-81.4956066087938,False
36.08030717383784,140.08006906006486,-104.19023153057175,False
36.08028978519597,140.0800681821848,-90.13152852680547,False
36.080271614991716,140.08006993400147,-84.60312419965955,False
36.08025308011836,140.08007163969327,-88.62606399879425,False
36.08023466947447,140.0800722358158,-88.2337322672623,False
36.08021616461217,140.08007256758995,-93.51137939306038,False
36.08020021983528,140.08007180691934,-124.0594551345014,False
36.08018540599104,140.08006740840764,-97.3779613116286,False
36.08016729256236,140.0800646040989,-94.58710058481329,False
36.080148839277854,140.08006289051477,-94.40272783106244,False
36.08013033044825,140.08006133103274,-91.07747916152076,False
36.08011176240536,140.08006122730887,-85.93123796772552,False
36.080093770073205,140.0800649774528,-76.47441656725539,False
36.08007604794117,140.0800713478707,-72.08151375555448,False
36.080059014549036,140.08007906090492,-65.03307437368952,False
36.08004290671588,140.0800898400681,-57.23456652437511,False
36.080027988752505,140.08010322312245,-53.28979309685044,False
36.08001378131867,140.08011773534795,-47.27936213185716,False
36.08000083448493,140.08013406599292,-41.36051414427537,False
36.07998921142711,140.08015179109987,-36.00111220709069,False
36.07998024019186,140.08016872442946,-27.447583369964278,False
36.07997010885169,140.08018990465098,1.2296556330560868,False
36.0799656302255,140.08020822932662,-20.856839810827374,False
36.079960170982815,140.08022951484747,-17.045236296343298,False
36.07995759168694,140.08024887720893,-35.697509614221474,False
36.07995387668469,140.080264886884,-7.802051071004501,False
36.079950657645,140.08028731455298,-8.535064378900804,False
36.07994814198201,140.08030997631403,-9.481453109799888,False
36.07994476455223,140.08033230135393,-10.145963562766566,False
36.079942073677344,140.08035489325397,-13.529447427622792,False
36.0799380893854,140.0803770142634,-11.389682065126074,False
36.0799345580324,140.08039938484217,-10.601338617103648,False
36.07993153045794,140.08042152781755,-6.2388677780594515,False
36.0799304393966,140.08044217969928,0.5109316328740331,False
36.07992998629493,140.08046507416594,0.8682599270843459,False
36.079931731691225,140.08048754021058,2.741682893695248,False
36.079932522761105,140.08051039728682,-0.6304357577287333,False
36.07993168527179,140.0805299569532,29.144362798784872,False
36.07993445496631,140.08054838696196,10.196533720915893,False
36.07993766080838,140.08057084291747,7.394568039797499,False
36.07994175900128,140.08059239168696,-13.29129218823414,False
36.079943093097874,140.08061137720236,12.513713167974862,False
36.0799480045402,140.0806332331098,10.472745397821006,False
36.079952118347585,140.08065780223944,12.822582762835886,False
36.079955775238574,140.0806803472687,8.162428831461492,False
36.079959183317165,140.0807026075445,6.511428701508865,False
36.079962092017716,140.08072257226743,14.549183872246426,False
36.07996427540697,140.08074443170622,32.34734570674218,False
36.0799681500607,140.0807629223414,8.40499881044708,False
36.07997082551127,140.08078554158982,10.10248877164863,False
36.07997516895011,140.08080460805112,25.658746603178848,False
36.079983239318274,140.08082230637015,35.6593800766279,False
36.07999400504389,140.0808374628675,46.47308754769376,False
