緯度,経度,方位,pause
36.083083308908925,140.07946037719333,150.0936643281264,False
36.08308658750054,140.07944194183554,176.86812941276617,False
36.08308768521366,140.07941918210932,175.26848596451276,False
36.083090808250574,140.0793953969017,-161.1159327954029,False
36.08309058151048,140.07937652663455,171.95682505066523,False
36.08309116944336,140.07935720815487,154.01097879350195,False
36.08309390430464,140.07933830626584,174.05096809691352,False
36.08309475382779,140.07931612731016,173.65087493574111,False
36.0830966889877,140.07929336654823,173.66783935160248,False
36.08309912759402,140.07927129541477,174.0507896653532,False
36.08309886601628,140.0792517844975,153.66729567878392,False
36.08310118440705,140.07923521963465,175.56147678052957,False
36.08310264215333,140.07921242695534,172.0662856704066,False
36.08310437056199,140.0791900279113,172.16587239844824,False
36.08310669237136,140.0791677481442,170.39501672222133,False
36.08310830590481,140.07914417307757,176.9668442791269,False
36.08310924280042,140.07912128225004,175.88280649209594,False
36.083111049618665,140.07909848265305,170.48977944844532,False
36.083112952673886,140.07907823555126,178.79242306523517,False
36.08311314566837,140.07905555057073,178.34142268823393,False
36.0831148136975,140.0790327576104,174.94984983115316,False
36.08311619534431,140.0790101458122,174.93471206944838,False
36.08311845134151,140.078987457853,174.49119352294278,False
36.08311801690395,140.07896991230282,153.29483546526362,False
36.083120214036065,140.07895328619344,176.90717876768647,False
36.08312204759466,140.0789361356865,-158.7277489598834,False
36.08312188673921,140.0789194084615,172.6488757696367,False
36.08312515130657,140.07890233597715,-161.89833373119743,False
36.083123235505255,140.07888845149034,153.14525326754398,False
36.08312630892596,140.07886946384815,172.86827502903336,False
36.083127876458796,140.0788471670619,175.53973689992415,False
36.083129494555976,140.07882457394828,176.97187924223422,False
36.08313139236796,140.07880207437174,172.4767838610089,False
36.083133005228724,140.07878148523906,179.21077915137894,False
36.08313383237418,140.07875901500856,175.9317436512871,False
36.083135493938684,140.07873649520678,179.13330536887446,False
36.08313823938969,140.078717065992,-163.94044141547226,False
36.08313880350478,140.07869335228418,177.44154942200294,False
36.08314020321598,140.07867058561837,177.43672307152892,False
36.083141469333,140.07864671014315,177.55314908603478,False
36.08314304755187,140.07862877226543,174.6506847929154,True
36.08314499474591,140.07860690310713,170.73137563053066,False
36.083149866531684,140.0785827726209,-163.61369763813488,False
36.083149986560535,140.07856382987652,-178.4152625355203,False
36.08315089244577,140.0785462991641,-154.2227246004765,False
36.08315006039388,140.0785298052197,179.1442452460931,False
36.08315124378118,140.07850716704417,176.52749604800286,False
36.083153559599445,140.07848474387822,170.7288980306146,False
36.08315506639744,140.07846427210424,-179.46161966734002,False
36.08315619563602,140.07843934513852,174.95384748349102,False
36.08315736147294,140.07841669078087,175.91665909480952,False
36.08315910496068,140.07839414394667,175.72394892919948,False
36.08316109397385,140.07837161728585,175.88905694074657,False
36.08316249289757,140.07834657980285,176.3864269639699,False
36.0831640537202,140.07832396940128,175.9684979687019,False
36.0831639037908,140.07830188592396,149.83393356862413,False
36.0831670896507,140.07828582886017,176.75108539150142,False
36.08316894331374,140.07826081511465,174.22985671320458,False
36.08316912554363,140.07824335146555,151.6538924956133,False
36.08317252353958,140.07822768100027,-160.12326440518302,False
36.08317118754436,140.07820690429833,149.3422920272474,False
36.083175217520434,140.07818971921995,-161.14381156388657,False
36.08317480045755,140.07817264501614,176.4434682244877,False
36.08317652747199,140.07814762176272,171.80524254311385,False
36.08317973304434,140.0781283273638,-158.54041598666618,False
36.083178956931725,140.07811163866464,175.11465163546345,False
36.08318063757756,140.0780887396106,174.0496741318706,False
36.08318292438103,140.07806627307423,173.64588988255855,False
36.08318398522373,140.0780435438131,178.76570229540667,False
36.08318539374604,140.0780209990135,173.97192637997037,False
36.083187961548745,140.07799871511003,173.4865793748931,False
36.08318949876259,140.07797611844575,174.69865160665262,False
36.083190719415995,140.0779538592357,-178.5203879587172,False
36.083191821864396,140.07793175039072,176.1742336293062,False
36.08319331606205,140.07790890506703,176.45441624088895,False
36.083194727079025,140.07788616816177,173.97164064653995,False
36.08319694340511,140.0778638354925,173.14041278646852,False
36.08319789329699,140.0778415008498,176.63061823430368,False
36.083198807907024,140.0778186190452,175.04804862557202,False
36.08320089926227,140.07779652630262,173.238893123155,False
36.08320246465985,140.07777512641377,-178.33594092739165,False
36.083202323655,140.07777491964399,179.5184258611767,True
36.083204144026425,140.07775383395347,174.07483271613364,False
36.08320520433892,140.07773083810767,175.4347353253963,False
36.083206192566514,140.07770881970188,176.5623741936326,False
36.083207221521164,140.07768740117749,160.33102505155256,False
36.083209646836174,140.07766860566682,176.04909627895842,False
36.08320982629378,140.0776646615994,177.75300241988774,False
