中心アンテナ-受信時刻,timestamp,緯度,経度,高度＋ジオイド高,品質,右アンテナ-受信時刻,timestamp,緯度,経度,高度＋ジオイド高,品質,左アンテナ-受信時刻,timestamp,緯度,経度,高度＋ジオイド高,品質,現在の車体中心の緯度,現在の車体中心の経度,現在の車体の方位角,車体姿勢,目標の緯度,目標の経度,目標の方位角,目標位置と現在位置の距離,目標位置と現在姿勢の方位角の差
1730001764.5503829,1729969364.4,36.0817153933,140.0798513767,63.984,4,1730001764.543216,1729969364.4,36.0817120167,140.07984865,64.017,4,1730001764.5577772,1729969364.4,36.0817119683,140.0798539717,64.025,4,36.08171576103509,140.0798506045828,9.464829242862253,-80.53517075713775,36.08170190000425,140.07985404654795,-89.30801875038983,2.478849299060583,-2.021336243753937
1730001764.9390838,1729969364.8,36.0817134367,140.0798513733,63.985,4,1730001764.9492943,1729969364.8,36.0817100167,140.0798488167,64.017,4,1730001764.945263,1729969364.8,36.081710165,140.07985411,64.018,4,36.08171542419006,140.07985135801655,-0.6405676047275222,-90.64056760472752,36.08170190000425,140.07985404654795,-89.30801875038983,2.4337976305017555,6.613758748289554
1730001765.146194,1729969365.0,36.0817124867,140.0798514317,63.982,4,1730001765.1527243,1729969365.0,36.0817090417,140.0798489617,64.028,4,1730001765.1375477,1729969365.0,36.0817092467,140.079854245,64.026,4,36.08171352072087,140.07985131813106,1.9725637414371988,-88.0274362585628,36.08170190000425,140.07985404654795,-89.30801875038983,2.2242550163208707,4.65885396044423
1730001765.3382366,1729969365.2,36.08171156,140.079851615,63.977000000000004,4,1730001765.3501096,1729969365.2,36.081708115,140.07984904,64.023,4,1730001765.3482811,1729969365.2,36.0817083417,140.0798543483,64.023,4,36.08171257220698,140.0798514023384,2.7309112030023788,-87.26908879699762,36.08170190000425,140.07985404654795,-89.30801875038983,2.118840709396825,4.0254453204540726
1730001765.5569384,1729969365.4,36.0817106717,140.0798516133,63.976,4,1730001765.5793731,1729969365.4,36.081707215,140.079849145,64.023,4,1730001765.5737095,1729969365.4,36.0817074833,140.0798544567,64.022,4,36.08171165553465,140.07985147296057,3.0052843391989517,-86.99471566080105,36.08170190000425,140.07985404654795,-89.30801875038983,2.017092179594658,3.911551459145356
1730001765.7572327,1729969365.6,36.0817097317,140.0798516717,63.980000000000004,4,1730001765.7657115,1729969365.6,36.0817062633,140.0798492517,64.017,4,1730001765.774641,1729969365.6,36.0817065567,140.0798545317,64.022,4,36.081710774457385,140.07985153938264,3.5531858519909467,-86.44681414800905,36.08170190000425,140.07985404654795,-89.30801875038983,1.9193272902603777,3.5378229404250696
1730001765.962748,1729969365.8,36.081708765,140.0798517667,63.984,4,1730001765.9545062,1729969365.8,36.081705275,140.079849405,64.025,4,1730001765.9726222,1729969365.8,36.0817056083,140.0798547,64.021,4,36.0817098339251,140.07985160417127,3.907869430773104,-86.0921305692269,36.08170190000425,140.07985404654795,-89.30801875038983,1.8150570380030122,3.407016502855643
1730001766.356943,1729969366.2,36.081706955,140.07985201,63.984,4,1730001766.3603854,1729969366.2,36.0817033783,140.0798497233,64.022,4,1730001766.3506632,1729969366.2,36.0817037883,140.0798549867,64.014,4,36.08170886332562,140.07985172700901,4.424791252508527,-85.57520874749147,36.08170190000425,140.07985404654795,-89.30801875038983,1.7068288071215416,2.982017670728899
1730001766.5447252,1729969366.4,36.081706055,140.0798521567,63.977000000000004,4,1730001766.5643291,1729969366.4,36.0817024733,140.0798498633,64.025,4,1730001766.5548747,1729969366.4,36.081702895,140.079855145,64.008,4,36.08170699957678,140.07985195283777,5.4699486819765895,-84.53005131802341,36.08170190000425,140.07985404654795,-89.30801875038983,1.4991437038565847,2.1848573022934774
1730001766.7686095,1729969366.6,36.0817052267,140.0798522417,63.985,4,1730001766.7538319,1729969366.6,36.0817016583,140.0798499967,64.024,4,1730001766.766933,1729969366.6,36.0817020917,140.0798552733,64.007,4,36.08170609964216,140.0798520920393,5.605689715041592,-84.39431028495841,36.08170190000425,140.07985404654795,-89.30801875038983,1.398506507931896,2.084972388099057
1730001766.949839,1729969366.8,36.0817045,140.0798522967,63.981,4,1730001766.9458184,1729969366.8,36.0817009317,140.079850115,64.024,4,1730001766.95801,1729969366.8,36.0817013867,140.0798553483,64.01,4,36.081705289542526,140.07985221116385,5.765716688093151,-84.23428331190685,36.08170190000425,140.07985404654795,-89.30801875038983,1.307990825542434,1.9861081415055197
1730001767.1738875,1729969367.0,36.0817038667,140.0798524083,63.984,4,1730001767.1757863,1729969367.0,36.0817002767,140.079850215,64.025,4,1730001767.1695447,1729969367.0,36.0817007733,140.0798554867,64.016,4,36.08170457166858,140.0798522832814,6.100678806004339,-83.89932119399566,36.08170190000425,140.07985404654795,-89.30801875038983,1.2281944767578812,1.8521091406676569
1730001767.3546484,1729969367.2,36.08170312,140.0798525033,63.984,4,1730001767.3512778,1729969367.2,36.0816995333,140.0798503417,64.027,4,1730001767.3590252,1729969367.2,36.0817000133,140.0798555867,64.016,4,36.08170393412177,140.07985236552878,6.605624069273375,-83.39437593072662,36.08170190000425,140.07985404654795,-89.30801875038983,1.157109950261609,1.4685238089484958
1730001767.555113,1729969367.4,36.0817021967,140.079852615,63.984,4,1730001767.5608532,1729969367.4,36.08169861,140.079850485,64.02,4,1730001767.5349295,1729969367.4,36.081699145,140.079855725,64.014,4,36.08170318369017,140.07985249253838,6.418912543449466,-83.58108745655053,36.08170190000425,140.07985404654795,-89.30801875038983,1.0730603736252795,1.674936744809343
1730001767.754049,1729969367.6,36.0817012417,140.079852755,63.976,4,1730001767.7343907,1729969367.6,36.0816976567,140.0798506117,64.022,4,1730001767.9486,1729969367.8,36.081697265,140.0798560133,64.018,4,36.08170228268762,140.07985257959493,7.153941117436716,-82.84605888256328,36.08170190000425,140.07985404654795,-89.30801875038983,0.9729970025919965,1.3116542057628
1730001768.1593065,1729969368.0,36.0816993883,140.0798530117,63.997,4,1730001768.166556,1729969368.0,36.0816957917,140.079850905,64.035,4,1730001768.175399,1729969368.0,36.0816963333,140.0798561417,64.023,4,36.081700879198934,140.07985368710902,-5.094160798807678,-95.09416079880768,36.081683475625056,140.07985428052228,-93.22334503836721,2.8496548932860786,5.128724580269243
1730001768.355018,1729969368.2,36.0816984883,140.07985316,63.993,4,1730001768.3711472,1729969368.2,36.08169492,140.0798510833,64.032,4,1730001768.3653178,1729969368.2,36.0816954267,140.0798562933,64.023,4,36.081699466998195,140.0798529912359,7.245778586315552,-82.75422141368445,36.081683475625056,140.07985428052228,-93.22334503836721,2.6937256753981416,-5.875922744452648
1730001768.5694203,1729969368.4,36.0816976067,140.07985331,63.993,4,1730001768.5796435,1729969368.4,36.081694015,140.07985119,64.03,4,1730001768.5831592,1729969368.4,36.0816945717,140.07985647,64.017,4,36.0816985809864,140.0798531874622,6.817804981020842,-83.18219501897916,36.081683475625056,140.07985428052228,-93.22334503836721,2.595064121299996,-5.786173258002223
1730001768.7379005,1729969368.6,36.0816967033,140.0798534667,63.996,4,1730001768.7425416,1729969368.6,36.0816930917,140.0798513633,64.031,4,1730001768.7437868,1729969368.6,36.0816936933,140.0798565967,64.021,4,36.08169769678502,140.07985328770522,7.385174449927618,-82.61482555007238,36.081683475625056,140.07985428052228,-93.22334503836721,2.496816563594016,-6.5201662159044576
1730001768.9411426,1729969368.8,36.0816957167,140.0798535983,63.998000000000005,4,1730001768.9467702,1729969368.8,36.0816921183,140.0798514883,64.031,4,1730001768.9509106,1729969368.8,36.0816926983,140.0798567583,64.023,4,36.08169679064179,140.0798533896684,8.04351012421462,-81.95648987578538,36.081683475625056,140.07985428052228,-93.22334503836721,2.396155498271116,-7.361782470254206
1730001769.1485164,1729969369.0,36.08169477,140.0798537317,63.997,4,1730001769.1435492,1729969369.0,36.08169119,140.07985155,64.031,4,1730001769.1556022,1729969369.0,36.08169169,140.07985684,64.024,4,36.08169580921909,140.0798535576545,7.705063557298303,-82.2949364427017,36.081683475625056,140.07985428052228,-93.22334503836721,2.287125829743958,-7.369895752937536
1730001769.3664002,1729969369.2,36.0816937967,140.07985383,63.998000000000005,4,1730001769.3813055,1729969369.2,36.081690225,140.079851625,64.029,4,1730001769.5361795,1729969369.4,36.0816896783,140.079856915,64.024,4,36.081694848969796,140.0798537080682,6.627644076516263,-83.37235592348374,36.081683475625056,140.07985428052228,-93.22334503836721,2.180536927704963,-6.632078052715193
1730001769.571267,1729969369.4,36.0816927817,140.079853945,63.99,4,1730001769.7416146,1729969369.6,36.081688355,140.079851545,64.03399999999999,4,1730001769.757131,1729969369.6,36.0816885967,140.0798568817,64.029,4,36.08169335618902,140.07985480171916,-7.240373013315207,-97.2403730133152,36.081683475625056,140.07985428052228,-93.22334503836721,2.0173118915453268,4.436694635697092
1730001769.958108,1729969369.8,36.0816908583,140.0798541633,63.986000000000004,4,1730001769.9609485,1729969369.8,36.0816874167,140.07985157,64.02,4,1730001769.941295,1729969369.8,36.0816875783,140.0798568617,64.03,4,36.081691902447716,140.07985397882047,3.1867180706361324,-86.81328192936387,36.081683475625056,140.07985428052228,-93.22334503836721,1.8537518978983782,-3.945704172712344
1730001770.1792638,1729969370.0,36.0816899217,140.079854205,63.983000000000004,4,1730001770.1704416,1729969370.0,36.08168651,140.0798515533,64.015,4,1730001770.1757388,1729969370.0,36.081686605,140.0798568767,64.025,4,36.0816909269887,140.07985405757725,2.1499589078907917,-87.85004109210921,36.081683475625056,140.07985428052228,-93.22334503836721,1.7456387313156951,-3.1888151089821153
1730001770.367256,1729969370.2,36.08168902,140.0798542633,63.983000000000004,4,1730001770.3622015,1729969370.2,36.0816856033,140.07985161,64.03,4,1730001770.3733106,1729969370.2,36.0816856967,140.0798569267,64.028,4,36.08168998857899,140.0798541224672,1.2567612513433488,-88.74323874865665,36.081683475625056,140.07985428052228,-93.22334503836721,1.6416535760725153,-2.5654603214622416
1730001770.5900693,1729969370.4,36.0816881517,140.079854345,63.978,4,1730001770.5887244,1729969370.4,36.0816847217,140.0798516633,64.032,4,1730001770.568728,1729969370.4,36.08168483,140.07985699,64.027,4,36.081689081104535,140.07985417726033,1.2371578563086132,-88.76284214369139,36.081683475625056,140.07985428052228,-93.22334503836721,1.541115684548062,-2.8147941229602087
1730001770.7571414,1729969370.6,36.0816874083,140.0798542983,63.982,4,1730001770.7535107,1729969370.6,36.0816839917,140.0798516067,64.023,4,1730001770.7501643,1729969370.6,36.081684065,140.0798569283,64.031,4,36.08168820668309,140.07985422123548,1.4317517267653133,-88.56824827323469,36.081683475625056,140.07985428052228,-93.22334503836721,1.4442504614455094,-3.2724374403404224
1730001770.942343,1729969370.8,36.0816868,140.079854285,63.991,4,1730001770.939403,1729969370.8,36.081683395,140.0798515783,64.026,4,1730001770.94952,1729969370.8,36.0816834517,140.0798568883,64.028,4,36.081687459762655,140.07985419607252,0.9700813472318258,-89.02991865276817,36.081683475625056,140.07985428052228,-93.22334503836721,1.3613417943930795,-2.827468708239838
1730001771.3526046,1729969371.2,36.0816858783,140.0798542717,63.988,4,1730001771.3767376,1729969371.2,36.0816824833,140.0798515433,64.024,4,1730001771.3810194,1729969371.2,36.0816824683,140.0798568367,64.029,4,36.08168685495891,140.0798541779246,0.752058317921538,-89.24794168207846,36.081683475625056,140.07985428052228,-93.22334503836721,1.2942148395082247,-2.6334139579435027
1730001771.551529,1729969371.4,36.0816853167,140.0798542333,63.987,4,1730001771.5385845,1729969371.4,36.081681935,140.07985151,64.022,4,1730001771.5581658,1729969371.4,36.081681905,140.0798567967,64.027,4,36.08168590768372,140.0798542046967,-0.1995917641602034,-90.1995917641602,36.081683475625056,140.07985428052228,-93.22334503836721,1.189254942971282,-1.9641278305754954
1730001771.7727396,1729969371.6,36.0816845933,140.0798542833,63.988,4,1730001771.7680824,1729969371.6,36.0816812133,140.079851465,64.019,4,1730001771.7548208,1729969371.6,36.0816811317,140.0798567533,64.029,4,36.081685351821044,140.07985418278008,-0.39968455605253433,-90.39968455605253,36.081683475625056,140.07985428052228,-93.22334503836721,1.127545624617813,-1.7821277738756744
1730001771.933294,1729969371.8,36.0816837233,140.0798541967,63.992000000000004,4,1730001771.9513912,1729969371.8,36.0816803933,140.0798513767,64.028,4,1730001771.9489334,1729969371.8,36.0816802583,140.0798566767,64.033,4,36.08168460378729,140.0798541891632,-1.0867005293641228,-91.08670052936412,36.081683475625056,140.07985428052228,-93.22334503836721,1.0446321352671748,-1.299939133966753
1730001772.152427,1729969372.0,36.0816827233,140.0798541667,63.987,4,1730001772.1682668,1729969372.0,36.081679435,140.0798513333,64.025,4,1730001772.1725283,1729969372.0,36.0816792733,140.0798566083,64.032,4,36.08168375602329,140.0798541587416,-1.7935104077091353,-91.79351040770914,36.081663342062974,140.07985251690926,-94.52380375495886,3.1899040598631165,-2.1691805266094453
1730001772.3342433,1729969372.2,36.0816817717,140.0798541183,63.994,4,1730001772.34992,1729969372.2,36.081678495,140.0798512233,64.027,4,1730001772.354759,1729969372.2,36.0816782983,140.0798565283,64.03399999999999,4,36.08168278362039,140.0798541296712,-2.1580921683983547,-92.15809216839835,36.081663342062974,140.07985251690926,-94.52380375495886,3.082086528159098,-1.8946556114471662
1730001772.54438,1729969372.4,36.081680835,140.0798540633,63.992000000000004,4,1730001772.565808,1729969372.4,36.0816775683,140.0798511283,64.037,4,1730001772.5644877,1729969372.4,36.0816773217,140.0798564267,64.033,4,36.08168182499497,140.07985406790294,-2.6097947044961103,-92.60979470449611,36.081663342062974,140.07985251690926,-94.52380375495886,2.975590378637166,-1.4808485774184472
1730001772.9385865,1729969372.8,36.081679055,140.0798539467,64.001,4,1730001772.8058698,1729969372.6,36.081676695,140.0798510983,64.03399999999999,4,1730001772.9325376,1729969372.8,36.0816755167,140.0798562667,64.03999999999999,4,36.08168087130094,140.0798540184929,-3.274635514810712,-93.27463551481071,36.081663342062974,140.07985251690926,-94.52380375495886,2.869721784582063,-0.8780956028121143
1730001773.15655,1729969373.0,36.0816781583,140.079853875,64.005,4,1730001773.157755,1729969373.0,36.0816749317,140.0798509017,64.045,4,1730001773.145271,1729969373.0,36.0816746283,140.079856165,64.039,4,36.08167941042528,140.07985482103362,-15.65619185339756,-105.65619185339756,36.081663342062974,140.07985251690926,-94.52380375495886,2.7145772239069763,9.733718016976642
1730001773.3429286,1729969373.2,36.0816772417,140.07985378,64.005,4,1730001773.3526864,1729969373.2,36.0816739917,140.07985081,64.04599999999999,4,1730001773.351279,1729969373.2,36.0816736683,140.0798560917,64.043,4,36.081678203319974,140.07985383156904,-4.053404305810929,-94.05340430581093,36.081663342062974,140.07985251690926,-94.52380375495886,2.5732434087439597,-0.2027688821979365
1730001773.591706,1729969373.4,36.0816762967,140.079853715,64.008,4,1730001773.5828426,1729969373.4,36.081673065,140.0798506683,64.045,4,1730001773.577175,1729969373.4,36.0816727167,140.0798559533,64.05,4,36.081677252223386,140.07985376751867,-4.304630997436746,-94.30463099743675,36.081663342062974,140.07985251690926,-94.52380375495886,2.467572984362485,0.00018054260298415613
1730001773.750132,1729969373.6,36.08167534,140.0798535967,64.012,4,1730001773.7565815,1729969373.6,36.08167208,140.0798506433,64.05,4,1730001773.7460842,1729969373.6,36.0816718167,140.079855935,64.053,4,36.08167631154673,140.07985365148534,-4.631789583007432,-94.63178958300743,36.081663342062974,140.07985251690926,-94.52380375495886,2.3627064082276847,0.39008630054497295
1730001773.951863,1729969373.8,36.0816743217,140.079853565,64.015,4,1730001773.950627,1729969373.8,36.081671075,140.0798506667,64.051,4,1730001773.9332864,1729969373.8,36.0816708383,140.079855945,64.05,4,36.081675373852335,140.0798535467289,-3.500279417149855,-93.50027941714986,36.081663342062974,140.07985251690926,-94.52380375495886,2.258247094761239,-0.6979394230826383
1730001774.160766,1729969374.0,36.0816733933,140.0798534867,64.014,4,1730001774.1683638,1729969374.0,36.08167011,140.0798506133,64.05199999999999,4,1730001774.1478279,1729969374.0,36.081669895,140.0798558583,64.051,4,36.08167438335153,140.079853538076,-3.1553871600523564,-93.15538716005236,36.081663342062974,140.07985251690926,-94.52380375495886,2.148590741769242,-1.236663167678904
1730001774.3749654,1729969374.2,36.0816724967,140.079853415,64.015,4,1730001774.3825157,1729969374.2,36.0816692133,140.0798505233,64.055,4,1730001774.3641424,1729969374.2,36.081668975,140.0798558017,64.051,4,36.08167343005549,140.07985344812826,-2.8847859469989032,-92.8847859469989,36.081663342062974,140.07985251690926,-94.52380375495886,2.0425027027725227,-1.5079014231214443
1730001774.5585122,1729969374.4,36.081671525,140.0798534117,64.019,4,1730001774.7421215,1729969374.6,36.0816673833,140.0798503717,64.053,4,1730001774.5607986,1729969374.4,36.0816680783,140.0798558333,64.059,4,36.08167252078132,140.07985339628655,-3.1766126708707105,-93.17661267087071,36.081663342062974,140.07985251690926,-94.52380375495886,1.941550316579926,-1.3067279554364937
1730001774.9440286,1729969374.8,36.0816696917,140.079853215,64.03,4,1730001774.9407918,1729969374.8,36.0816664317,140.079850295,64.05199999999999,4,1730001774.9275315,1729969374.8,36.08166622,140.0798556117,64.06,4,36.08167112146798,140.07985245045055,8.890928753399495,-81.10907124660051,36.081663342062974,140.07985251690926,-94.52380375495886,1.7815852455028238,-11.03255723519016
1730001775.1678874,1729969375.0,36.0816687783,140.0798531833,64.03,4,1730001775.1748502,1729969375.0,36.0816655517,140.079850215,64.06,4,1730001775.152273,1729969375.0,36.0816652967,140.0798554983,64.06,4,36.081669753650495,140.07985315961452,-2.8023347020663323,-92.80233470206633,36.081663342062974,140.07985251690926,-94.52380375495886,1.6337834815749088,-1.777421720655789
1730001775.3669322,1729969375.2,36.0816678533,140.07985308,64.026,4,1730001775.3527348,1729969375.2,36.0816646667,140.0798501467,64.056,4,1730001775.3717833,1729969375.2,36.08166438,140.079855425,64.062,4,36.0816688500795,140.07985310653336,-3.395578986796764,-93.39557898679676,36.081663342062974,140.07985251690926,-94.52380375495886,1.5334645499855972,-1.3052244739081718
1730001775.597281,1729969375.4,36.0816670133,140.0798530367,64.03399999999999,4,1730001775.590201,1729969375.4,36.0816638467,140.0798500567,64.064,4,1730001775.5811543,1729969375.4,36.081663495,140.0798552917,64.063,4,36.08166794762931,140.07985306693206,-3.8201218371897316,-93.82012183718973,36.081663342062974,140.07985251690926,-94.52380375495886,1.433380257942512,-1.0666142767628664
1730001775.7637188,1729969375.6,36.0816663133,140.0798529767,64.03999999999999,4,1730001775.7654612,1729969375.6,36.0816631767,140.0798499533,64.06700000000001,4,1730001775.7557669,1729969375.6,36.0816627883,140.0798551867,64.06,4,36.08166709110976,140.07985302145227,-4.72127126452709,-94.72127126452709,36.081663342062974,140.07985251690926,-94.52380375495886,1.3383429211239166,-0.3373335508014809
1730001775.9506342,1729969375.8,36.0816658067,140.07985291,64.042,4,1730001775.9559324,1729969375.8,36.0816626517,140.0798499,64.07,4,1730001775.9478228,1729969375.8,36.0816622317,140.0798551133,64.06,4,36.08166640020989,140.0798529533194,-5.212936143155232,-95.21293614315523,36.081663342062974,140.07985251690926,-94.52380375495886,1.2614379583860396,0.12495167860335242
1730001776.1718025,1729969376.0,36.0816653367,140.0798528067,64.037,4,1730001776.1688454,1729969376.0,36.081662215,140.0798497883,64.066,4,1730001776.1593347,1729969376.0,36.081661795,140.0798550367,64.059,4,36.081665856896414,140.07985292244817,-5.656013336979996,-95.65601333698,36.081663342062974,140.07985251690926,-94.52380375495886,1.2011453189300632,0.44510891595212126
1730001776.5487175,1729969376.4,36.081664025,140.0798527083,64.043,4,1730001776.5386949,1729969376.4,36.0816609033,140.07984965,64.069,4,1730001776.546511,1729969376.4,36.0816604783,140.0798548867,64.063,4,36.08166542041754,140.07985282554415,-5.618430127668816,-95.61843012766882,36.081663342062974,140.07985251690926,-94.52380375495886,1.1521288380769743,0.6210408027484808
1730001776.7391415,1729969376.6,36.0816631533,140.0798525817,64.036,4,1730001776.7246048,1729969376.6,36.0816599817,140.079849485,64.072,4,1730001776.7324896,1729969376.6,36.08165955,140.0798547333,64.059,4,36.08166410575062,140.07985268718787,-5.697498362853594,-95.6974983628536,36.081663342062974,140.07985251690926,-94.52380375495886,1.0057217030549837,0.6834252765375652
1730001776.9441717,1729969376.8,36.081662175,140.07985241,64.035,4,1730001776.9274707,1729969376.8,36.0816590117,140.0798493633,64.066,4,1730001776.9421072,1729969376.8,36.0816585883,140.0798545933,64.066,4,36.0816631803426,140.07985253359348,-5.774009369731374,-95.77400936973137,36.081645208843845,140.07985144440406,-97.10603002999274,2.91477412064697,1.6047431980825064
1730001777.173644,1729969377.0,36.0816611417,140.07985234,64.03399999999999,4,1730001777.1650815,1729969377.0,36.081658035,140.07984927,64.065,4,1730001777.1717916,1729969377.0,36.08165759,140.0798545083,64.066,4,36.08166221503427,140.07985239610582,-5.683413165015666,-95.68341316501566,36.081645208843845,140.07985144440406,-97.10603002999274,2.8070498312674856,1.6072946245076254
1730001777.340765,1729969377.2,36.0816602067,140.0798522383,64.035,4,1730001777.3390956,1729969377.2,36.0816570817,140.0798491683,64.068,4,1730001777.347465,1729969377.2,36.0816566383,140.079854395,64.057,4,36.0816612258419,140.07985232735737,-5.961917892503749,-95.96191789250375,36.081645208843845,140.07985144440406,-97.10603002999274,2.697126495322459,1.851269141130363
1730001777.5480385,1729969377.4,36.0816593133,140.0798521433,64.038,4,1730001777.543239,1729969377.4,36.0816561867,140.0798490667,64.068,4,1730001777.5555303,1729969377.4,36.0816557533,140.079854315,64.062,4,36.081660273392835,140.0798522192574,-5.953725243802225,-95.95372524380223,36.081645208843845,140.07985144440406,-97.10603002999274,2.591017042911263,1.890306939843678
1730001777.7366724,1729969377.6,36.0816584467,140.0798520483,64.031,4,1730001777.7276695,1729969377.6,36.08165533,140.079849005,64.068,4,1730001777.749842,1729969377.6,36.0816548683,140.0798542333,64.06,4,36.08165938435626,140.07985211694785,-5.796592169380588,-95.79659216938059,36.081645208843845,140.07985144440406,-97.10603002999274,2.4919650336787424,1.7837951872548738
1730001777.9456534,1729969377.8,36.0816575,140.079851915,64.03399999999999,4,1730001777.962698,1729969377.8,36.0816543433,140.0798489117,64.06700000000001,4,1730001777.9582932,1729969377.8,36.0816539383,140.079854125,64.05799999999999,4,36.08165851100909,140.07985207447416,-6.1956904553293555,-96.19569045532936,36.081645208843845,140.07985144440406,-97.10603002999274,2.3950296580105954,2.1119568601353613
1730001778.3470774,1729969378.2,36.081655695,140.07985171,64.026,4,1730001778.3296418,1729969378.2,36.08165255,140.079848695,64.064,4,1730001778.3535817,1729969378.2,36.0816521383,140.07985392,64.05799999999999,4,36.0816575571606,140.0798519194348,-5.455253250435491,-95.45525325043549,36.081645208843845,140.07985144440406,-97.10603002999274,2.288473296757915,1.531548334325171
1730001778.5341475,1729969378.4,36.0816548067,140.07985163,64.029,4,1730001778.536972,1729969378.4,36.081651645,140.0798486417,64.063,4,1730001778.5406275,1729969378.4,36.0816512667,140.07985388,64.063,4,36.08165576006702,140.07985171425423,-5.532603297517284,-95.53260329751728,36.081645208843845,140.07985144440406,-97.10603002999274,2.0882751283330245,1.7403880686050235
1730001778.737763,1729969378.6,36.0816538567,140.07985149,64.029,4,1730001778.7306905,1729969378.6,36.0816507317,140.079848565,64.055,4,1730001778.7533302,1729969378.6,36.0816503433,140.0798537683,64.061,4,36.081654874309294,140.07985163393397,-5.073370470470294,-95.0733704704703,36.081645208843845,140.07985144440406,-97.10603002999274,1.9897278256860167,1.3018395414086257
1730001778.9477174,1729969378.8,36.0816529117,140.0798514433,64.029,4,1730001779.1393704,1729969379.0,36.0816488017,140.0798483683,64.054,4,1730001778.9605212,1729969378.8,36.08164939,140.07985373,64.06,4,36.08165395504622,140.07985155216824,-5.242923559762304,-95.2429235597623,36.081645208843845,140.07985144440406,-97.10603002999274,1.8874624842563172,1.4907977064834366
